Entity,Code,Year,Suicide rate (WHO (2005)),Life satisfaction in Cantril Ladder (World Happiness Report 2019),Total population (Gapminder & UN),Continent
Sri Lanka,LKA,1950,8.411093,4.344610691,19524558,
Sri Lanka,LKA,1951,9.073273,4.344610691,19524558,
Sri Lanka,LKA,1952,8.763982,4.344610691,19524558,
Sri Lanka,LKA,1953,9.034234,4.344610691,19524558,
Sri Lanka,LKA,1954,10.22454,4.344610691,19524558,
Sri Lanka,LKA,1955,9.111322,4.344610691,19524558,
Sri Lanka,LKA,1956,10.25548,4.344610691,19524558,
Sri Lanka,LKA,1957,10.87995,4.344610691,19524558,
Sri Lanka,LKA,1958,11.22152,4.344610691,19524558,
Sri Lanka,LKA,1959,10.7647,4.344610691,19524558,
Sri Lanka,LKA,1960,12.93573,4.344610691,19524558,
Sri Lanka,LKA,1961,12.5786,4.344610691,19524558,
Sri Lanka,LKA,1962,14.81982,4.344610691,19524558,
Sri Lanka,LKA,1963,15.67052,4.344610691,19524558,
Sri Lanka,LKA,1964,17.49431,4.344610691,19524558,
Sri Lanka,LKA,1965,16.24983,4.344610691,19524558,
Sri Lanka,LKA,1966,16.48888,4.344610691,19524558,
Sri Lanka,LKA,1967,21.32496,4.344610691,19524558,
Sri Lanka,LKA,1968,21.39651,4.344610691,19524558,
Sri Lanka,LKA,1977,21.28532,4.344610691,19524558,
Sri Lanka,LKA,1980,32.41936,4.344610691,19524558,
Sri Lanka,LKA,1981,32.34711,4.344610691,19524558,
Sri Lanka,LKA,1982,34.98421,4.344610691,19524558,
Sri Lanka,LKA,1983,38.27076,4.344610691,19524558,
Sri Lanka,LKA,1984,39.0163,4.344610691,19524558,
Sri Lanka,LKA,1985,38.07233,4.344610691,19524558,
Sri Lanka,LKA,1986,35.89977,4.344610691,19524558,
Sri Lanka,LKA,2002,31.96863,4.344610691,19524558,
Sri Lanka,LKA,2004,28.10404587,4.344610691,19524558,
Sri Lanka,LKA,2005,28.10404587,4.344610691,19524558,
Sri Lanka,LKA,2015,,,,Asia
Sudan,SDN,2002,8.698104,4.454917431,30911914,
Sudan,SDN,2004,9.709555626,4.454917431,30911914,
Sudan,SDN,2005,9.709555626,4.454917431,30911914,
Sudan,SDN,2015,,,,Africa
Suriname,SUR,2002,18.16088,,498946,
Suriname,SUR,2004,20.7474308,,498946,
Suriname,SUR,2005,20.7474308,,498946,
Suriname,SUR,2015,,,,South America
Svalbard and Jan Mayen,SJM,2015,,,,Europe
Sweden,SWE,1951,14.55992,7.376315594,9038623,
Sweden,SWE,1952,14.89569,7.376315594,9038623,
Sweden,SWE,1953,16.38975,7.376315594,9038623,
Sweden,SWE,1954,14.8011,7.376315594,9038623,
Sweden,SWE,1955,15.53932,7.376315594,9038623,
Sweden,SWE,1956,17.58902,7.376315594,9038623,
Sweden,SWE,1957,17.43832,7.376315594,9038623,
Sweden,SWE,1958,14.90001,7.376315594,9038623,
Sweden,SWE,1959,15.86812,7.376315594,9038623,
Sweden,SWE,1960,15.2327,7.376315594,9038623,
Sweden,SWE,1961,14.73442,7.376315594,9038623,
Sweden,SWE,1962,16.2228,7.376315594,9038623,
Sweden,SWE,1963,16.32049,7.376315594,9038623,
Sweden,SWE,1964,17.42311,7.376315594,9038623,
Sweden,SWE,1965,16.62649,7.376315594,9038623,
Sweden,SWE,1966,17.66613,7.376315594,9038623,
Sweden,SWE,1967,19.30806,7.376315594,9038623,
Sweden,SWE,1968,19.36115,7.376315594,9038623,
Sweden,SWE,1969,19.5681,7.376315594,9038623,
Sweden,SWE,1970,19.88535,7.376315594,9038623,
Sweden,SWE,1971,18.19591,7.376315594,9038623,
Sweden,SWE,1972,18.19821,7.376315594,9038623,
Sweden,SWE,1973,18.63019,7.376315594,9038623,
Sweden,SWE,1974,17.76685,7.376315594,9038623,
Sweden,SWE,1975,17.47587,7.376315594,9038623,
Sweden,SWE,1976,17.04633,7.376315594,9038623,
Sweden,SWE,1977,17.41359,7.376315594,9038623,
Sweden,SWE,1978,16.82889,7.376315594,9038623,
Sweden,SWE,1979,18.16812,7.376315594,9038623,
Sweden,SWE,1980,17.2743,7.376315594,9038623,
Sweden,SWE,1981,15.28357,7.376315594,9038623,
Sweden,SWE,1982,16.83182,7.376315594,9038623,
Sweden,SWE,1983,16.53193,7.376315594,9038623,
Sweden,SWE,1984,17.24587,7.376315594,9038623,
Sweden,SWE,1985,15.72008,7.376315594,9038623,
Sweden,SWE,1986,16.13395,7.376315594,9038623,
Sweden,SWE,1987,15.70118,7.376315594,9038623,
Sweden,SWE,1988,16.19208,7.376315594,9038623,
Sweden,SWE,1989,16.02465,7.376315594,9038623,
Sweden,SWE,1990,14.34026,7.376315594,9038623,
Sweden,SWE,1991,14.64007,7.376315594,9038623,
Sweden,SWE,1992,13.00007,7.376315594,9038623,
Sweden,SWE,1993,13.2547,7.376315594,9038623,
Sweden,SWE,1994,12.3852,7.376315594,9038623,
Sweden,SWE,1995,12.8048,7.376315594,9038623,
Sweden,SWE,1996,11.83133,7.376315594,9038623,
Sweden,SWE,1997,11.5211,7.376315594,9038623,
Sweden,SWE,1998,11.32528,7.376315594,9038623,
Sweden,SWE,1999,11.58661,7.376315594,9038623,
Sweden,SWE,2000,10.50198,7.376315594,9038623,
Sweden,SWE,2001,10.84564,7.376315594,9038623,
Sweden,SWE,2002,10.97088,7.376315594,9038623,
Sweden,SWE,2003,10.37456,7.376315594,9038623,
Sweden,SWE,2004,10.68662,7.376315594,9038623,
Sweden,SWE,2005,11.11583,7.376315594,9038623,
Sweden,SWE,2015,,,,Europe
Switzerland,CHE,1951,19.60526,7.473252773,7410308,
Switzerland,CHE,1952,19.82315,7.473252773,7410308,
Switzerland,CHE,1953,20.13758,7.473252773,7410308,
Switzerland,CHE,1954,20.83422,7.473252773,7410308,
Switzerland,CHE,1955,19.63045,7.473252773,7410308,
Switzerland,CHE,1956,19.80364,7.473252773,7410308,
Switzerland,CHE,1957,19.26623,7.473252773,7410308,
Switzerland,CHE,1958,19.4159,7.473252773,7410308,
Switzerland,CHE,1959,17.98966,7.473252773,7410308,
Switzerland,CHE,1960,17.78563,7.473252773,7410308,
Switzerland,CHE,1961,17.05184,7.473252773,7410308,
Switzerland,CHE,1962,17.73772,7.473252773,7410308,
Switzerland,CHE,1963,16.13738,7.473252773,7410308,
Switzerland,CHE,1964,15.95987,7.473252773,7410308,
Switzerland,CHE,1965,17.28978,7.473252773,7410308,
Switzerland,CHE,1966,17.3628,7.473252773,7410308,
Switzerland,CHE,1967,16.70741,7.473252773,7410308,
Switzerland,CHE,1968,16.16756,7.473252773,7410308,
Switzerland,CHE,1969,16.24692,7.473252773,7410308,
Switzerland,CHE,1970,17.27734,7.473252773,7410308,
Switzerland,CHE,1971,17.30537,7.473252773,7410308,
Switzerland,CHE,1972,18.16105,7.473252773,7410308,
Switzerland,CHE,1973,17.28867,7.473252773,7410308,
Switzerland,CHE,1974,18.81595,7.473252773,7410308,
Switzerland,CHE,1975,20.89678,7.473252773,7410308,
Switzerland,CHE,1976,20.31346,7.473252773,7410308,
Switzerland,CHE,1977,21.83301,7.473252773,7410308,
Switzerland,CHE,1978,21.83531,7.473252773,7410308,
Switzerland,CHE,1979,22.36834,7.473252773,7410308,
Switzerland,CHE,1980,22.78979,7.473252773,7410308,
Switzerland,CHE,1981,21.00935,7.473252773,7410308,
Switzerland,CHE,1982,21.80501,7.473252773,7410308,
Switzerland,CHE,1983,22.06875,7.473252773,7410308,
Switzerland,CHE,1984,21.64091,7.473252773,7410308,
Switzerland,CHE,1985,21.66124,7.473252773,7410308,
Switzerland,CHE,1986,19.58177,7.473252773,7410308,
Switzerland,CHE,1987,20.18012,7.473252773,7410308,
Switzerland,CHE,1988,18.85795,7.473252773,7410308,
Switzerland,CHE,1989,19.18289,7.473252773,7410308,
Switzerland,CHE,1990,18.16399,7.473252773,7410308,
Switzerland,CHE,1991,18.7156,7.473252773,7410308,
Switzerland,CHE,1992,17.29281,7.473252773,7410308,
Switzerland,CHE,1993,16.97251,7.473252773,7410308,
Switzerland,CHE,1994,17.73643,7.473252773,7410308,
Switzerland,CHE,1995,16.60126,7.473252773,7410308,
Switzerland,CHE,1996,16.73695,7.473252773,7410308,
Switzerland,CHE,1997,15.4908,7.473252773,7410308,
Switzerland,CHE,1998,15.63122,7.473252773,7410308,
Switzerland,CHE,1999,14.63556,7.473252773,7410308,
Switzerland,CHE,2000,15.41755,7.473252773,7410308,
Switzerland,CHE,2001,14.58222,7.473252773,7410308,
Switzerland,CHE,2002,15.45505,7.473252773,7410308,
Switzerland,CHE,2003,13.21985,7.473252773,7410308,
Switzerland,CHE,2004,13.09476,7.473252773,7410308,
Switzerland,CHE,2005,13.23981,7.473252773,7410308,
Switzerland,CHE,2015,,,,Europe
Syria,SYR,2002,0.5609214,5.32333231,18294611,
Syria,SYR,2004,0.523527563,5.32333231,18294611,
Syria,SYR,2005,0.523527563,5.32333231,18294611,
Syria,SYR,2015,,,,Asia
Taiwan,TWN,,,6.189050198,22602886,
Taiwan,TWN,2015,,,,Asia
Tajikistan,TJK,2002,6.511811,4.613099098,6854176,
Tajikistan,TJK,2004,2.648980856,4.613099098,6854176,
Tajikistan,TJK,2005,2.648980856,4.613099098,6854176,
Tajikistan,TJK,2015,,,,Asia
Tanzania,TZA,2002,3.591502,3.922484159,39410545,
Tanzania,TZA,2004,12.41118145,3.922484159,39410545,
Tanzania,TZA,2005,12.41118145,3.922484159,39410545,
Tanzania,TZA,2015,,,,Africa
Thailand,THA,2002,10.68856,5.88543272,65425470,
Thailand,THA,2004,9.847459793,5.88543272,65425470,
Thailand,THA,2005,9.847459793,5.88543272,65425470,
Thailand,THA,2015,,,,Asia
Timor,TLS,2002,13.07974,,1026484,
Timor,TLS,2004,9.633114815,,1026484,
Timor,TLS,2005,9.633114815,,1026484,
Timor,TLS,2015,,,,Asia
Togo,TGO,2002,6.584218,3.202429295,5683268,
Togo,TGO,2004,6.369887829,3.202429295,5683268,
Togo,TGO,2005,6.369887829,3.202429295,5683268,
Togo,TGO,2015,,,,Africa
Tokelau,TKL,2015,,,,Oceania
Tonga,TON,2002,4.583961,,101041,
Tonga,TON,2004,4.527851582,,101041,
Tonga,TON,2005,4.527851582,,101041,
Tonga,TON,2015,,,,Oceania
Transnistria,OWID_TRS,2015,,,,Europe
Trinidad and Tobago,TTO,1951,4.269865,5.832188606,1296934,
Trinidad and Tobago,TTO,1952,5.576343,5.832188606,1296934,
Trinidad and Tobago,TTO,1953,6.223582,5.832188606,1296934,
Trinidad and Tobago,TTO,1954,6.130192,5.832188606,1296934,
Trinidad and Tobago,TTO,1955,7.998585,5.832188606,1296934,
Trinidad and Tobago,TTO,1956,7.283185,5.832188606,1296934,
Trinidad and Tobago,TTO,1957,7.703564,5.832188606,1296934,
Trinidad and Tobago,TTO,1958,4.839097,5.832188606,1296934,
Trinidad and Tobago,TTO,1960,4.224579,5.832188606,1296934,
Trinidad and Tobago,TTO,1961,4.686509,5.832188606,1296934,
Trinidad and Tobago,TTO,1962,3.849185,5.832188606,1296934,
Trinidad and Tobago,TTO,1963,2.567165,5.832188606,1296934,
Trinidad and Tobago,TTO,1967,5.010607,5.832188606,1296934,
Trinidad and Tobago,TTO,1968,8.639403,5.832188606,1296934,
Trinidad and Tobago,TTO,1970,10.13952,5.832188606,1296934,
Trinidad and Tobago,TTO,1971,6.055122,5.832188606,1296934,
Trinidad and Tobago,TTO,1972,11.39815,5.832188606,1296934,
Trinidad and Tobago,TTO,1973,11.31108,5.832188606,1296934,
Trinidad and Tobago,TTO,1974,8.571754,5.832188606,1296934,
Trinidad and Tobago,TTO,1975,10.15632,5.832188606,1296934,
Trinidad and Tobago,TTO,1976,10.01869,5.832188606,1296934,
Trinidad and Tobago,TTO,1977,9.403189,5.832188606,1296934,
Trinidad and Tobago,TTO,1978,4.742816,5.832188606,1296934,
Trinidad and Tobago,TTO,1979,5.618334,5.832188606,1296934,
Trinidad and Tobago,TTO,1980,4.313765,5.832188606,1296934,
Trinidad and Tobago,TTO,1981,5.462587,5.832188606,1296934,
Trinidad and Tobago,TTO,1982,7.519302,5.832188606,1296934,
Trinidad and Tobago,TTO,1983,9.482351,5.832188606,1296934,
Trinidad and Tobago,TTO,1984,6.576272,5.832188606,1296934,
Trinidad and Tobago,TTO,1985,2.660398,5.832188606,1296934,
Trinidad and Tobago,TTO,1986,9.592935,5.832188606,1296934,
Trinidad and Tobago,TTO,1987,10.63419,5.832188606,1296934,
Trinidad and Tobago,TTO,1988,15.11596,5.832188606,1296934,
Trinidad and Tobago,TTO,1989,15.81646,5.832188606,1296934,
Trinidad and Tobago,TTO,1990,14.83758,5.832188606,1296934,
Trinidad and Tobago,TTO,1991,12.86188,5.832188606,1296934,
Trinidad and Tobago,TTO,1992,14.06027,5.832188606,1296934,
Trinidad and Tobago,TTO,1993,14.80194,5.832188606,1296934,
Trinidad and Tobago,TTO,1994,12.62528,5.832188606,1296934,
Trinidad and Tobago,TTO,1995,16.16787,5.832188606,1296934,
Trinidad and Tobago,TTO,1996,12.48224,5.832188606,1296934,
Trinidad and Tobago,TTO,1997,13.09639,5.832188606,1296934,
Trinidad and Tobago,TTO,1998,13.81304,5.832188606,1296934,
Trinidad and Tobago,TTO,1999,11.51521,5.832188606,1296934,
Trinidad and Tobago,TTO,2000,13.19155,5.832188606,1296934,
Trinidad and Tobago,TTO,2001,13.73944,5.832188606,1296934,
Trinidad and Tobago,TTO,2002,11.65305,5.832188606,1296934,
Trinidad and Tobago,TTO,2004,14.54716682,5.832188606,1296934,
Trinidad and Tobago,TTO,2005,14.54716682,5.832188606,1296934,
Trinidad and Tobago,TTO,2015,,,,North America
Tunisia,TUN,2002,4.507532,5.025470257,10102482,
Tunisia,TUN,2004,3.146814108,5.025470257,10102482,
Tunisia,TUN,2005,3.146814108,5.025470257,10102482,
Tunisia,TUN,2015,,,,Africa
Turkey,TUR,2002,6.716264,4.718733788,67903406,
Turkey,TUR,2004,3.56332469,4.718733788,67903406,
Turkey,TUR,2005,3.56332469,4.718733788,67903406,
Turkey,TUR,2015,,,,Asia
Turkmenistan,TKM,1981,12.08519,6.567713261,4754641,
Turkmenistan,TKM,1982,10.14225,6.567713261,4754641,
Turkmenistan,TKM,1985,9.738485,6.567713261,4754641,
Turkmenistan,TKM,1986,12.05377,6.567713261,4754641,
Turkmenistan,TKM,1987,11.17028,6.567713261,4754641,
Turkmenistan,TKM,1988,10.21823,6.567713261,4754641,
Turkmenistan,TKM,1989,9.519287,6.567713261,4754641,
Turkmenistan,TKM,1990,10.62686,6.567713261,4754641,
Turkmenistan,TKM,1991,9.351729,6.567713261,4754641,
Turkmenistan,TKM,1992,8.596193,6.567713261,4754641,
Turkmenistan,TKM,1993,7.835789,6.567713261,4754641,
Turkmenistan,TKM,1994,7.550726,6.567713261,4754641,
Turkmenistan,TKM,1995,6.781543,6.567713261,4754641,
Turkmenistan,TKM,1996,7.723176,6.567713261,4754641,
Turkmenistan,TKM,1997,8.319588,6.567713261,4754641,
Turkmenistan,TKM,1998,10.36523,6.567713261,4754641,
Turkmenistan,TKM,2002,14.01835,6.567713261,4754641,
Turkmenistan,TKM,2004,12.21676922,6.567713261,4754641,
Turkmenistan,TKM,2005,12.21676922,6.567713261,4754641,
Turkmenistan,TKM,2015,,,,Asia
Turks and Caicos Islands,TCA,2015,,,,North America
Tuscany,OWID_TUS,2015,,,,Europe
Tuvalu,TUV,2002,7.890512,,10027,
Tuvalu,TUV,2004,7.934811592,,10027,
Tuvalu,TUV,2005,7.934811592,,10027,
Tuvalu,TUV,2015,,,,Oceania
Two Sicilies,OWID_SIC,2015,,,,Europe
USSR,OWID_USS,1982,26.63493,,,
USSR,OWID_USS,1983,27.69169,,,
USSR,OWID_USS,1984,29.18213,,,
USSR,OWID_USS,1985,24.1466,,,
USSR,OWID_USS,1986,18.43867,,,
USSR,OWID_USS,1987,18.64787,,,
USSR,OWID_USS,1988,19.0084,,,
USSR,OWID_USS,1989,20.55434,,,
USSR,OWID_USS,1990,20.62313,,,
USSR,OWID_USS,2015,,,,Europe
Uganda,UGA,2002,3.381024,3.733583927,28543940,
Uganda,UGA,2004,12.28912163,3.733583927,28543940,
Uganda,UGA,2005,12.28912163,3.733583927,28543940,
Uganda,UGA,2015,,,,Africa
Ukraine,UKR,1981,21.63412,4.803954124,46892163,
Ukraine,UKR,1982,22.45824,4.803954124,46892163,
Ukraine,UKR,1985,20.05759,4.803954124,46892163,
Ukraine,UKR,1986,16.48204,4.803954124,46892163,
Ukraine,UKR,1987,17.31684,4.803954124,46892163,
Ukraine,UKR,1988,16.93836,4.803954124,46892163,
Ukraine,UKR,1989,18.9305,4.803954124,46892163,
Ukraine,UKR,1990,18.5269,4.803954124,46892163,
Ukraine,UKR,1991,18.52185,4.803954124,46892163,
Ukraine,UKR,1992,20.14645,4.803954124,46892163,
Ukraine,UKR,1993,21.44825,4.803954124,46892163,
Ukraine,UKR,1994,23.81222,4.803954124,46892163,
Ukraine,UKR,1995,25.2382,4.803954124,46892163,
Ukraine,UKR,1996,26.43411,4.803954124,46892163,
Ukraine,UKR,1997,25.97142,4.803954124,46892163,
Ukraine,UKR,1998,25.86071,4.803954124,46892163,
Ukraine,UKR,1999,25.19971,4.803954124,46892163,
Ukraine,UKR,2000,25.46725,4.803954124,46892163,
Ukraine,UKR,2001,23.2477,4.803954124,46892163,
Ukraine,UKR,2002,22.229,4.803954124,46892163,
Ukraine,UKR,2003,21.83279,4.803954124,46892163,
Ukraine,UKR,2004,20.04554,4.803954124,46892163,
Ukraine,UKR,2005,18.95457,4.803954124,46892163,
Ukraine,UKR,2015,,,,Europe
United Arab Emirates,ARE,2002,3.226218,6.734221935,4579562,
United Arab Emirates,ARE,2004,1.392950654,6.734221935,4579562,
United Arab Emirates,ARE,2005,1.392950654,6.734221935,4579562,
United Arab Emirates,ARE,2015,,,,Asia
United Kingdom,GBR,1950,8.116419,6.983556747,60286754,
United Kingdom,GBR,1951,8.081386,6.983556747,60286754,
United Kingdom,GBR,1952,7.789029,6.983556747,60286754,
United Kingdom,GBR,1953,8.469019,6.983556747,60286754,
United Kingdom,GBR,1954,8.928727,6.983556747,60286754,
United Kingdom,GBR,1955,8.922245,6.983556747,60286754,
United Kingdom,GBR,1956,9.326525,6.983556747,60286754,
United Kingdom,GBR,1957,9.353084,6.983556747,60286754,
United Kingdom,GBR,1958,9.39134,6.983556747,60286754,
United Kingdom,GBR,1959,9.215195,6.983556747,60286754,
United Kingdom,GBR,1960,9.088522,6.983556747,60286754,
United Kingdom,GBR,1961,9.13943,6.983556747,60286754,
United Kingdom,GBR,1962,9.843241,6.983556747,60286754,
United Kingdom,GBR,1963,10.09012,6.983556747,60286754,
United Kingdom,GBR,1964,9.696188,6.983556747,60286754,
United Kingdom,GBR,1965,9.024946,6.983556747,60286754,
United Kingdom,GBR,1966,8.776801,6.983556747,60286754,
United Kingdom,GBR,1967,8.305869,6.983556747,60286754,
United Kingdom,GBR,1968,8.011331,6.983556747,60286754,
United Kingdom,GBR,1969,7.532174,6.983556747,60286754,
United Kingdom,GBR,1970,6.953133,6.983556747,60286754,
United Kingdom,GBR,1971,6.950485,6.983556747,60286754,
United Kingdom,GBR,1972,6.809535,6.983556747,60286754,
United Kingdom,GBR,1973,6.951233,6.983556747,60286754,
United Kingdom,GBR,1974,7.0541,6.983556747,60286754,
United Kingdom,GBR,1975,6.728405,6.983556747,60286754,
United Kingdom,GBR,1976,6.939591,6.983556747,60286754,
United Kingdom,GBR,1977,7.156529,6.983556747,60286754,
United Kingdom,GBR,1978,7.268871,6.983556747,60286754,
United Kingdom,GBR,1979,7.647055,6.983556747,60286754,
United Kingdom,GBR,1980,7.817475,6.983556747,60286754,
United Kingdom,GBR,1981,7.91114,6.983556747,60286754,
United Kingdom,GBR,1982,7.787232,6.983556747,60286754,
United Kingdom,GBR,1983,7.708611,6.983556747,60286754,
United Kingdom,GBR,1984,7.730339,6.983556747,60286754,
United Kingdom,GBR,1985,7.934777,6.983556747,60286754,
United Kingdom,GBR,1986,7.471793,6.983556747,60286754,
United Kingdom,GBR,1987,7.161623,6.983556747,60286754,
United Kingdom,GBR,1988,7.735447,6.983556747,60286754,
United Kingdom,GBR,1989,6.798954,6.983556747,60286754,
United Kingdom,GBR,1990,7.277498,6.983556747,60286754,
United Kingdom,GBR,1991,7.15409,6.983556747,60286754,
United Kingdom,GBR,1992,7.251611,6.983556747,60286754,
United Kingdom,GBR,1993,6.969402,6.983556747,60286754,
United Kingdom,GBR,1994,6.824561,6.983556747,60286754,
United Kingdom,GBR,1995,6.710214,6.983556747,60286754,
United Kingdom,GBR,1996,6.430166,6.983556747,60286754,
United Kingdom,GBR,1997,6.425081,6.983556747,60286754,
United Kingdom,GBR,1998,6.826987,6.983556747,60286754,
United Kingdom,GBR,1999,6.817769,6.983556747,60286754,
United Kingdom,GBR,2000,6.589573,6.983556747,60286754,
United Kingdom,GBR,2001,6.352021,6.983556747,60286754,
United Kingdom,GBR,2002,6.370787,6.983556747,60286754,
United Kingdom,GBR,2003,6.05577,6.983556747,60286754,
United Kingdom,GBR,2004,6.271399,6.983556747,60286754,
United Kingdom,GBR,2005,6.014659,6.983556747,60286754,
United Kingdom,GBR,2015,,,,Europe
United Korea,OWID_KRU,2015,,,,Asia
United States,USA,1950,11.22106,7.18179369,295129501,
United States,USA,1951,10.24862,7.18179369,295129501,
United States,USA,1952,9.890234,7.18179369,295129501,
United States,USA,1953,9.985363,7.18179369,295129501,
United States,USA,1954,10.05145,7.18179369,295129501,
United States,USA,1955,10.12583,7.18179369,295129501,
United States,USA,1956,9.942091,7.18179369,295129501,
United States,USA,1957,9.770529,7.18179369,295129501,
United States,USA,1958,10.75953,7.18179369,295129501,
United States,USA,1959,10.66436,7.18179369,295129501,
United States,USA,1960,10.78558,7.18179369,295129501,
United States,USA,1961,10.61668,7.18179369,295129501,
United States,USA,1962,11.17855,7.18179369,295129501,
United States,USA,1963,11.40495,7.18179369,295129501,
United States,USA,1964,11.15046,7.18179369,295129501,
United States,USA,1965,11.52387,7.18179369,295129501,
United States,USA,1966,11.28246,7.18179369,295129501,
United States,USA,1967,11.19782,7.18179369,295129501,
United States,USA,1968,11.05477,7.18179369,295129501,
United States,USA,1969,11.40742,7.18179369,295129501,
United States,USA,1970,11.83682,7.18179369,295129501,
United States,USA,1971,11.87784,7.18179369,295129501,
United States,USA,1972,12.13471,7.18179369,295129501,
United States,USA,1973,12.00975,7.18179369,295129501,
United States,USA,1974,12.12908,7.18179369,295129501,
United States,USA,1975,12.45698,7.18179369,295129501,
United States,USA,1976,12.09256,7.18179369,295129501,
United States,USA,1977,12.67173,7.18179369,295129501,
United States,USA,1978,11.81377,7.18179369,295129501,
United States,USA,1979,11.56452,7.18179369,295129501,
United States,USA,1980,11.24043,7.18179369,295129501,
United States,USA,1981,11.41708,7.18179369,295129501,
United States,USA,1982,11.4899,7.18179369,295129501,
United States,USA,1983,11.34989,7.18179369,295129501,
United States,USA,1984,11.54221,7.18179369,295129501,
United States,USA,1985,11.44829,7.18179369,295129501,
United States,USA,1986,11.84603,7.18179369,295129501,
United States,USA,1987,11.65775,7.18179369,295129501,
United States,USA,1988,11.39492,7.18179369,295129501,
United States,USA,1989,11.25343,7.18179369,295129501,
United States,USA,1990,11.45217,7.18179369,295129501,
United States,USA,1991,11.2965,7.18179369,295129501,
United States,USA,1992,11.05505,7.18179369,295129501,
United States,USA,1993,11.18842,7.18179369,295129501,
United States,USA,1994,11.12714,7.18179369,295129501,
United States,USA,1995,11.05877,7.18179369,295129501,
United States,USA,1996,10.77281,7.18179369,295129501,
United States,USA,1997,10.52044,7.18179369,295129501,
United States,USA,1998,10.38139,7.18179369,295129501,
United States,USA,1999,9.817642,7.18179369,295129501,
United States,USA,2000,9.532645,7.18179369,295129501,
United States,USA,2001,9.811729,7.18179369,295129501,
United States,USA,2002,9.95536,7.18179369,295129501,
United States,USA,2003,9.815033,7.18179369,295129501,
United States,USA,2004,10.02633,7.18179369,295129501,
United States,USA,2005,9.927033,7.18179369,295129501,
United States,USA,2015,,,,North America
United States Minor Outlying Islands,UMI,2015,,,,Oceania
United States Virgin Islands,VIR,2015,,,,North America
Uruguay,URY,1955,12.86885,5.785868168,3325612,
Uruguay,URY,1956,15.14202,5.785868168,3325612,
Uruguay,URY,1957,11.89244,5.785868168,3325612,
Uruguay,URY,1958,11.72974,5.785868168,3325612,
Uruguay,URY,1959,12.4441,5.785868168,3325612,
Uruguay,URY,1960,13.09532,5.785868168,3325612,
Uruguay,URY,1963,10.5521,5.785868168,3325612,
Uruguay,URY,1964,8.92964,5.785868168,3325612,
Uruguay,URY,1965,11.47799,5.785868168,3325612,
Uruguay,URY,1966,11.12681,5.785868168,3325612,
Uruguay,URY,1967,10.53261,5.785868168,3325612,
Uruguay,URY,1968,10.59242,5.785868168,3325612,
Uruguay,URY,1969,10.8668,5.785868168,3325612,
Uruguay,URY,1970,9.65274,5.785868168,3325612,
Uruguay,URY,1971,10.68481,5.785868168,3325612,
Uruguay,URY,1972,11.40697,5.785868168,3325612,
Uruguay,URY,1973,11.72857,5.785868168,3325612,
Uruguay,URY,1974,11.67496,5.785868168,3325612,
Uruguay,URY,1975,9.963992,5.785868168,3325612,
Uruguay,URY,1976,10.62018,5.785868168,3325612,
Uruguay,URY,1977,11.35061,5.785868168,3325612,
Uruguay,URY,1978,10.21253,5.785868168,3325612,
Uruguay,URY,1980,9.036381,5.785868168,3325612,
Uruguay,URY,1981,8.679468,5.785868168,3325612,
Uruguay,URY,1982,10.49731,5.785868168,3325612,
Uruguay,URY,1983,10.58008,5.785868168,3325612,
Uruguay,URY,1984,10.62964,5.785868168,3325612,
Uruguay,URY,1985,9.042464,5.785868168,3325612,
Uruguay,URY,1986,8.042735,5.785868168,3325612,
Uruguay,URY,1987,7.964934,5.785868168,3325612,
Uruguay,URY,1988,8.318535,5.785868168,3325612,
Uruguay,URY,1989,10.63581,5.785868168,3325612,
Uruguay,URY,1990,9.605243,5.785868168,3325612,
Uruguay,URY,1993,12.137,5.785868168,3325612,
Uruguay,URY,1994,11.69573,5.785868168,3325612,
Uruguay,URY,1995,12.44208,5.785868168,3325612,
Uruguay,URY,1996,11.6643,5.785868168,3325612,
Uruguay,URY,1997,13.10711,5.785868168,3325612,
Uruguay,URY,1998,14.95599,5.785868168,3325612,
Uruguay,URY,1999,12.64637,5.785868168,3325612,
Uruguay,URY,2000,15.65417,5.785868168,3325612,
Uruguay,URY,2001,13.93055,5.785868168,3325612,
Uruguay,URY,2002,15.70864,5.785868168,3325612,
Uruguay,URY,2004,14.53727,5.785868168,3325612,
Uruguay,URY,2005,14.53727,5.785868168,3325612,
Uruguay,URY,2015,,,,South America
Uzbekistan,UZB,1981,9.733695,5.232322216,26512184,
Uzbekistan,UZB,1982,9.309304,5.232322216,26512184,
Uzbekistan,UZB,1985,11.09545,5.232322216,26512184,
Uzbekistan,UZB,1986,9.964867,5.232322216,26512184,
Uzbekistan,UZB,1987,9.257269,5.232322216,26512184,
Uzbekistan,UZB,1988,8.481731,5.232322216,26512184,
Uzbekistan,UZB,1989,10.02346,5.232322216,26512184,
Uzbekistan,UZB,1990,9.491693,5.232322216,26512184,
Uzbekistan,UZB,1991,8.909372,5.232322216,26512184,
Uzbekistan,UZB,1992,7.86002,5.232322216,26512184,
Uzbekistan,UZB,1993,8.021069,5.232322216,26512184,
Uzbekistan,UZB,1994,8.264799,5.232322216,26512184,
Uzbekistan,UZB,1995,8.701978,5.232322216,26512184,
Uzbekistan,UZB,1996,9.523588,5.232322216,26512184,
Uzbekistan,UZB,1997,8.36826,5.232322216,26512184,
Uzbekistan,UZB,1998,8.326845,5.232322216,26512184,
